realtime_start,date,value
2003-12-10 00:00:00,1954-07-01 00:00:00,2066.9
2009-07-31 00:00:00,1954-07-01 00:00:00,2334.4
2011-07-29 00:00:00,1954-07-01 00:00:00,2332.4
2013-07-31 00:00:00,1954-07-01 00:00:00,2556.9
2014-07-30 00:00:00,1954-07-01 00:00:00,2559.4
2017-10-27 00:00:00,1954-07-01 00:00:00,2559.397
2018-07-27 00:00:00,1954-07-01 00:00:00,2682.601
2021-07-29 00:00:00,1954-07-01 00:00:00,2684.434
2023-09-28 00:00:00,1954-07-01 00:00:00,2880.482
1992-12-22 00:00:00,1954-10-01 00:00:00,1698.3
1997-05-07 00:00:00,1954-10-01 00:00:00,1905.6
2000-04-27 00:00:00,1954-10-01 00:00:00,2000.9
2003-12-10 00:00:00,1954-10-01 00:00:00,2107.8
2009-07-31 00:00:00,1954-10-01 00:00:00,2381.2
2011-07-29 00:00:00,1954-10-01 00:00:00,2379.1
2013-07-31 00:00:00,1954-10-01 00:00:00,2606.8
2014-07-30 00:00:00,1954-10-01 00:00:00,2609.3
2017-10-27 00:00:00,1954-10-01 00:00:00,2609.272
2018-07-27 00:00:00,1954-10-01 00:00:00,2735.091
2021-07-29 00:00:00,1954-10-01 00:00:00,2736.96
2023-09-28 00:00:00,1954-10-01 00:00:00,2936.852
1992-12-22 00:00:00,1955-01-01 00:00:00,1742.5
1997-05-07 00:00:00,1955-01-01 00:00:00,1959.6
2000-04-27 00:00:00,1955-01-01 00:00:00,2058.1
2003-12-10 00:00:00,1955-01-01 00:00:00,2168.5
2009-07-31 00:00:00,1955-01-01 00:00:00,2449.7
2011-07-29 00:00:00,1955-01-01 00:00:00,2447.7
2013-07-31 00:00:00,1955-01-01 00:00:00,2681.2
2014-07-30 00:00:00,1955-01-01 00:00:00,2683.8
2017-10-27 00:00:00,1955-01-01 00:00:00,2683.766
2018-07-27 00:00:00,1955-01-01 00:00:00,2813.212
2021-07-29 00:00:00,1955-01-01 00:00:00,2815.134
2023-09-28 00:00:00,1955-01-01 00:00:00,3020.746
1992-12-22 00:00:00,1955-04-01 00:00:00,1758.6
1997-05-07 00:00:00,1955-04-01 00:00:00,1994.4
2000-04-27 00:00:00,1955-04-01 00:00:00,2091.0
2003-12-10 00:00:00,1955-04-01 00:00:00,2204.0
2009-07-31 00:00:00,1955-04-01 00:00:00,2490.3
2011-07-29 00:00:00,1955-04-01 00:00:00,2488.1
2013-07-31 00:00:00,1955-04-01 00:00:00,2724.8
2014-07-30 00:00:00,1955-04-01 00:00:00,2727.5
2017-10-27 00:00:00,1955-04-01 00:00:00,2727.452
2018-07-27 00:00:00,1955-04-01 00:00:00,2858.988
2021-07-29 00:00:00,1955-04-01 00:00:00,2860.942
2023-09-28 00:00:00,1955-04-01 00:00:00,3069.91
1992-12-22 00:00:00,1955-07-01 00:00:00,1778.2
1997-05-07 00:00:00,1955-07-01 00:00:00,2020.1
2000-04-27 00:00:00,1955-07-01 00:00:00,2118.9
2003-12-10 00:00:00,1955-07-01 00:00:00,2233.4
2009-07-31 00:00:00,1955-07-01 00:00:00,2523.5
2011-07-29 00:00:00,1955-07-01 00:00:00,2521.4
2013-07-31 00:00:00,1955-07-01 00:00:00,2761.5
2014-07-30 00:00:00,1955-07-01 00:00:00,2764.1
2017-10-27 00:00:00,1955-07-01 00:00:00,2764.128
2018-07-27 00:00:00,1955-07-01 00:00:00,2897.598
2021-07-29 00:00:00,1955-07-01 00:00:00,2899.578
2023-09-28 00:00:00,1955-07-01 00:00:00,3111.379
1992-12-22 00:00:00,1955-10-01 00:00:00,1793.9
1997-05-07 00:00:00,1955-10-01 00:00:00,2030.5
2000-04-27 00:00:00,1955-10-01 00:00:00,2130.1
2003-12-10 00:00:00,1955-10-01 00:00:00,2245.3
2009-07-31 00:00:00,1955-10-01 00:00:00,2537.6
2011-07-29 00:00:00,1955-10-01 00:00:00,2535.5
2013-07-31 00:00:00,1955-10-01 00:00:00,2778.1
2014-07-30 00:00:00,1955-10-01 00:00:00,2780.8
2017-10-27 00:00:00,1955-10-01 00:00:00,2780.762
2018-07-27 00:00:00,1955-10-01 00:00:00,2914.993
2021-07-29 00:00:00,1955-10-01 00:00:00,2916.985
2023-09-28 00:00:00,1955-10-01 00:00:00,3130.068
1992-12-22 00:00:00,1956-01-01 00:00:00,1787.0
1997-05-07 00:00:00,1956-01-01 00:00:00,2023.6
2000-04-27 00:00:00,1956-01-01 00:00:00,2121.0
2003-12-10 00:00:00,1956-01-01 00:00:00,2234.8
2009-07-31 00:00:00,1956-01-01 00:00:00,2526.1
2011-07-29 00:00:00,1956-01-01 00:00:00,2523.9
2013-07-31 00:00:00,1956-01-01 00:00:00,2767.4
2014-07-30 00:00:00,1956-01-01 00:00:00,2770.0
2017-10-27 00:00:00,1956-01-01 00:00:00,2770.032
2018-07-27 00:00:00,1956-01-01 00:00:00,2903.671
2021-07-29 00:00:00,1956-01-01 00:00:00,2905.656
2023-09-28 00:00:00,1956-01-01 00:00:00,3117.922
1992-12-22 00:00:00,1956-04-01 00:00:00,1798.5
1997-05-07 00:00:00,1956-04-01 00:00:00,2037.7
2000-04-27 00:00:00,1956-04-01 00:00:00,2137.7
2003-12-10 00:00:00,1956-04-01 00:00:00,2252.5
2009-07-31 00:00:00,1956-04-01 00:00:00,2545.9
